FID,doe_school_code,deewr_id,school_name,level_of_schooling,school_speciality_type,year_ranges,preschool_indicator,school_gender,teaching_staff,non_teaching_staff,total_enrolments,phone,school_email,fax,lga,electorate,federal_electorate,address,suburb,postcode,latitude,longitude,the_geom
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fbe,5755,22788,HopeTown School,Schools for Specific Purposes,Comprehensive,Emotional disturbance,N,Coed,10,11,46,4353 2522,hopetown-s.school@det.nsw.edu.au,4351 2381,Wyong (A),Wyong,Dobell,177 Pollock Ave,Wyong ,2259,-33.281,151.4486,POINT (-33.280982971191406 151.44857788085938)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fbd,5756,17434,Induna School,Schools for Specific Purposes,Comprehensive,Juvenile Justice establishment,N,Coed,11,10,26,6643 0008,induna-s.School@det.nsw.edu.au,6643 0020,Clarence Valley (A),Clarence,Page,57 Swallow Rd,South Grafton ,2460,-29.7224,152.9464,POINT (-29.72244644165039 152.94639587402344)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fbc,5757,18125,Lincoln School,Schools for Specific Purposes,Comprehensive,Juvenile Justice establishment,N,Coed,8,7,28,6881 0870,lincoln-s.School@det.nsw.edu.au,6881 0872,Dubbo (C),Dubbo,Parkes,Westview St,Dubbo ,2830,-32.2313,148.5784,POINT (-32.231300354003906 148.57839965820312)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fbb,5758,25674,The Bidgee School,Schools for Specific Purposes,Comprehensive,Behaviour Disorder,N,Coed,5,5,19,6925 4403,Thebidgee-s.School@det.nsw.edu.au,6925 5812,Wagga Wagga (C),Wagga Wagga,Riverina,21 Mitchelmore St,Wagga Wagga ,2650,-35.1246,147.3642,POINT (-35.12458801269531 147.36416625976562)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fba,5759,23770,Canterbury Vale School,Schools for Specific Purposes,Comprehensive,Behaviour Disorder,N,Coed,3,4,15,9750 0072,Cantervale-s.School@det.nsw.edu.au,9750 0051,Canterbury (C),Lakemba,Watson,24 Wangee Rd,Lakemba ,2195,-33.9157,151.0745,POINT (-33.91568374633789 151.0745086669922)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fb9,5760,23769,North Gosford Learning Centre,Schools for Specific Purposes,Comprehensive,Behaviour Disorder,N,Coed,5,5,23,4323 2800,Ngosfordlc-s.School@det.nsw.edu.au,4323 1611,Gosford (C),Gosford,Robertson,20 Jarrett Street,North Gosford,2250,-33.4169,151.3504,POINT (-33.416873931884766 151.35037231445312)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fb8,5761,27706,Penrith Valley Learning Centre,Schools for Specific Purposes,Comprehensive,Behaviour Disorder,N,Coed,9,8,42,9623 7532,Penrithvlc-s.School@det.nsw.edu.au,9673 2543,Penrith (C),Londonderry,Lindsay,Werrington Road,Werrington,2747,-33.7661,150.7567,POINT (-33.76611328125 150.75669860839844)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fb7,5762,23773,Barwon Learning Centre,Schools for Specific Purposes,Comprehensive,Behaviour Disorder,N,Coed,2,6,17,6751 1573,Barwonlc-s.School@det.nsw.edu.au,6751 1569,Moree Plains (A),Northern Tablelands,Parkes,Carol Ave,Moree,2400,-29.4821,149.8422,POINT (-29.48210334777832 149.84222412109375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fb6,5763,23775,Coffs Harbour Learning Centre,Schools for Specific Purposes,Comprehensive,Behaviour Disorder,N,Coed,2,5,19,6653 1855,Coffshbrlc-s.School@det.nsw.edu.au,6653 2638,Coffs Harbour (C),Coffs Harbour,Cowper,Linden Ave,Boambee ,2450,-30.3476,153.0718,POINT (-30.34758758544922 153.07179260253906)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fb5,5764,25792,Woodberry Learning Centre,Schools for Specific Purposes,Comprehensive,Behaviour Disorder,N,Coed,4,4,15,4964 1473,woodbrylc-s.school@det.nsw.edu.au,4964 1563,Maitland (C),Maitland,Paterson,Corner Woodberry Road & Lawson Ave,Woodberry,2322,-32.7916,151.6712,POINT (-32.79155349731445 151.6712188720703)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fb4,5765,29397,The Ponds School,Schools for Specific Purposes,Comprehensive,Medium / High Support needs,N,Coed,18,20,97,9629 2470,theponds-s.school@det.nsw.edu.au,9629 5461,Blacktown (C),Riverstone,Greenway,201 The Ponds Boulevard,The Ponds,2769,-33.698,150.9116,POINT (-33.698001861572266 150.91160583496094)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fb3,5767,30138,George Bass School,Schools for Specific Purposes,Comprehensive,Medium / High Support needs,N,Coed,12,14,75,9728 4450,georgebass-s.school@det.nsw.edu.au,9728 4452,Bankstown (C),Bankstown,Blaxland,106 Johnston Road,Bass Hill,2197,-33.8988,150.995,POINT (-33.89878845214844 150.99497985839844)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fb2,7301,11019,Canowindra Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,9,8,217,6344 1403,canowindra-p.School@det.nsw.edu.au,6344 1462,Cabonne (A),Orange,Calare,Tilga Street,Canowindra,2804,-33.5662,148.6649,POINT (-33.56619644165039 148.6649169921875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fb1,7302,7752,Carlingford Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,18,4,414,9871 6983,carlingfor-p.School@det.nsw.edu.au,9871 3898,Parramatta (C),Epping,Bennelong,Rickard St,Carlingford ,2118,-33.7801,151.0552,POINT (-33.780094146728516 151.05516052246094)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fb0,7303,9525,Gloucester Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,16,5,335,6558 1303,gloucester-p.School@det.nsw.edu.au,6558 1655,Gloucester (A),Upper Hunter,Lyne,5 Hume St,Gloucester ,2422,-32.0102,151.9611,POINT (-32.01021194458008 151.9611053466797)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5faf,7305,9370,Manilla Central School,Central/Community School,Comprehensive,Kinder to Year 12,N,Coed,23,14,334,6785 1184,manilla-c.School@det.nsw.edu.au,6785 2138,Tamworth Regional (A),Tamworth,New England,Wilga Ave,Manilla ,2346,-30.7509,150.7284,POINT (-30.750947952270508 150.7284393310547)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fae,7307,11012,Orange Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,32,6,646,6362 6369,orange-p.School@det.nsw.edu.au,6361 7923,Orange (C),Orange,Calare,78 Kite St,Orange ,2800,-33.2863,149.0966,POINT (-33.28626251220703 149.09658813476562)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fad,7308,9025,Plattsburg Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,11,5,250,4955 9196,plattsburg-p.school@det.nsw.edu.au,4950 2186,Newcastle (C),Wallsend,Newcastle,1 Ranclaud St,Wallsend,2287,-32.8964,151.6692,POINT (-32.89635467529297 151.669189453125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fac,7311,9339,Scone Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,29,6,502,6545 1049,scone-p.school@det.nsw.edu.au,6545 3046,Upper Hunter Shire (A),Upper Hunter,New England,Liverpool St,Scone ,2337,-32.0494,150.8639,POINT (-32.04944610595703 150.86386108398438)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fab,7316,9672,Dorrigo Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,6,3,128,6657 2097,dorrigo-p.School@det.nsw.edu.au,6657 2430,Bellingen (A),Oxley,Cowper,Hickory St,Dorrigo ,2453,-30.3431,152.7103,POINT (-30.343090057373047 152.7103271484375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5faa,7401,8585,Arncliffe Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,23,3,431,9567 5060,arncliffe-p.School@det.nsw.edu.au,9556 1002,Rockdale (C),Rockdale,Barton,Princes Hwy,Arncliffe ,2205,-33.9405,151.1476,POINT (-33.9405403137207 151.14755249023438)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fa9,7403,7800,Auburn Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,44,9,600,02 9646 2200,auburn-p.School@det.nsw.edu.au,02 9749 1654,Auburn (C),Auburn,Blaxland,Cnr of Auburn Road & Beatrice Street,Auburn,2144,-33.854,151.033,POINT (-33.854000091552734 151.032958984375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fa8,7404,7588,Balmain Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,14,3,304,9818 1177,balmain-p.School@det.nsw.edu.au,9555 7265,Leichhardt (A),Balmain,Grayndler,1 Eaton Street,Balmain,2041,-33.8592,151.1834,POINT (-33.85916519165039 151.18341064453125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fa7,7405,8575,Bankstown Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,58,7,948,9796 2120,bankstown-p.School@det.nsw.edu.au,9790 3548,Bankstown (C),Bankstown,Blaxland,Restwell St,Bankstown ,2200,-33.9211,151.0342,POINT (-33.92112350463867 151.03416442871094)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fa6,7406,8593,Bexley Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,21,4,316,9567 3501,bexley-p.School@det.nsw.edu.au,9597 1365,Rockdale (C),Rockdale,Barton,Forest Rd,Bexley ,2207,-33.9477,151.1289,POINT (-33.94768524169922 151.1288604736328)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fa5,7407,6924,Bondi Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,27,7,557,9130 6998,bondi-p.School@det.nsw.edu.au,9130 3203,Waverley (A),Vaucluse,Wentworth,Wellington St,Bondi ,2026,-33.8926,151.2648,POINT (-33.89262390136719 151.26475524902344)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fa4,7408,5324,Bourke Street Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,13,5,296,9319 7310,bourkest-p.School@det.nsw.edu.au,9310 2708,Sydney (C),Newtown,Sydney,590 Bourke St,Surry Hills ,2010,-33.8905,151.2157,POINT (-33.890533447265625 151.2157440185547)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fa3,7409,7620,Chatswood Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,50,8,1072,9419 6127,chatswood-p.school@det.nsw.edu.au,9415 1241,Willoughby (C),Willoughby,North Sydney,5 Centennial Ave,Chatswood ,2067,-33.7982,151.1776,POINT (-33.798240661621094 151.17759704589844)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fa2,7411,7777,Croydon Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,33,5,688,9747 3557,croydon-p.School@det.nsw.edu.au,9744 3929,Burwood (A),Strathfield,Reid,39 Young St,Croydon ,2132,-33.8798,151.1149,POINT (-33.879791259765625 151.11488342285156)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fa1,7412,7778,Croydon Park Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,21,2,403,9797 9753,croydonpk-p.School@det.nsw.edu.au,9716 7660,Burwood (A),Strathfield,Watson,Georges River Rd,Croydon Park,2133,-33.8947,151.1084,POINT (-33.89469528198242 151.1083984375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5fa0,7413,5322,Daceyville Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,18,5,261,9349 1211,daceyville-p.School@det.nsw.edu.au,9349 3957,Botany Bay (C),Maroubra,Kingsford Smith,Joffre Cres,Daceyville ,2032,-33.9295,151.228,POINT (-33.92954635620117 151.2279815673828)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f9f,7414,5327,Darlinghurst Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,11,2,284,9331 4295,darlinghur-p.School@det.nsw.edu.au,9361 5389,Sydney (C),Sydney,Sydney,Womerah Ave,Potts Point ,2011,-33.8786,151.2234,POINT (-33.878597259521484 151.2234344482422)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f9e,7416,7770,Eastwood Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,44,5,808,9874 1600,eastwood-p.School@det.nsw.edu.au,9804 7495,Ryde (C),Ryde,Bennelong,Rowe St,Eastwood ,2122,-33.7927,151.0785,POINT (-33.79274368286133 151.07847595214844)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f9d,7418,6132,Gardeners Road Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,19,7,302,9667 2193,gardeners-p.School@det.nsw.edu.au,9667 4906,Sydney (C),Heffron,Sydney,420-422 Gardeners Road,Rosebery,2018,-33.9206,151.198,POINT (-33.9206428527832 151.19802856445312)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f9c,7419,7583,Glebe Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,6,6,212,9660 4549,glebe-p.School@det.nsw.edu.au,9552 1703,Sydney (C),Balmain,Sydney,Derwent St,Glebe ,2037,-33.8837,151.191,POINT (-33.88368606567383 151.1909637451172)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f9b,7420,5311,Hamilton Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,15,4,267,4969 3577,hamilton-p.School@det.nsw.edu.au,4961 5148,Newcastle (C),Newcastle,Newcastle,Tudor St,Hamilton ,2303,-32.9241,151.7433,POINT (-32.92414093017578 151.74331665039062)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f9a,7422,9304,Kurri Kurri Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,37,10,663,4937 1235,kurrikurri-p.School@det.nsw.edu.au,4936 1128,Cessnock (C),Cessnock,Paterson,Lang St,Kurri Kurri ,2327,-32.8211,151.4781,POINT (-32.82109832763672 151.4781494140625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f99,7423,7586,Leichhardt Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,38,7,674,9560 9440,leichhardt-p.school@det.nsw.edu.au,9550 9412,Leichhardt (A),Balmain,Grayndler,Marion St,Leichhardt,2040,-33.8843,151.1581,POINT (-33.88426971435547 151.15814208984375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f98,7424,8537,Liverpool Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,41,5,745,9602 7882,liverpool-p.School@det.nsw.edu.au,9821 3030,Liverpool (C),Liverpool,Fowler,Railway Street,Liverpool,2170,-33.9236,150.9259,POINT (-33.9235725402832 150.92591857910156)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f97,7427,7564,Maroubra Junction Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,34,5,657,9349 8333,maroubrajn-p.School@det.nsw.edu.au,9349 3712,Randwick (C),Maroubra,Kingsford Smith,Storey St,Maroubra ,2035,-33.9361,151.2366,POINT (-33.936073303222656 151.2366485595703)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f96,7430,6126,Mosman Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,33,5,710,9969 9325,mosman-p.School@det.nsw.edu.au,9968 1324,Mosman (A),North Shore,Warringah,27 Belmont Rd,Mosman ,2088,-33.8281,151.2412,POINT (-33.82805252075195 151.24119567871094)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f95,7431,7593,Newtown Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,16,3,366,9557 4862,newtown-p.School@det.nsw.edu.au,9550 6078,Sydney (C),Newtown,Sydney,Norfolk St,Newtown ,2042,-33.9,151.1794,POINT (-33.89999008178711 151.1793975830078)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f94,7432,5221,Paddington Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,15,3,286,9361 6730,paddington-p.School@det.nsw.edu.au,9360 9319,Sydney (C),Sydney,Wentworth,Oxford St,Paddington ,2021,-33.8876,151.2302,POINT (-33.887603759765625 151.23019409179688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f93,7435,7584,Rozelle Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,28,5,578,9810 2347,rozelle-p.School@det.nsw.edu.au,9555 8715,Leichhardt (A),Balmain,Grayndler,Darling St,Rozelle ,2039,-33.8626,151.1698,POINT (-33.862579345703125 151.1697540283203)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f92,7436,7604,Stanmore Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,30,5,617,9569 1638,stanmore-p.School@det.nsw.edu.au,9550 9542,Marrickville (A),Newtown,Grayndler,Cnr Cambridge and Holt St,Stanmore ,2048,-33.8955,151.1653,POINT (-33.8955078125 151.165283203125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f91,7442,6134,Woollahra Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,33,6,726,9328 6313,woollahra-p.School@det.nsw.edu.au,9363 3546,Woollahra (A),Vaucluse,Wentworth,Forth St,Woollahra ,2025,-33.8864,151.2412,POINT (-33.88637924194336 151.24119567871094)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f90,7444,7794,Rosehill Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,39,7,585,9637 2202,rosehill-p.School@det.nsw.edu.au,9897 3367,Parramatta (C),Parramatta,Parramatta,Prospect St,Rosehill,2142,-33.8242,151.0184,POINT (-33.8242301940918 151.01837158203125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f8f,7445,8701,Woy Woy Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,29,13,450,4341 3555,woywoy-p.school@det.nsw.edu.au,4344 3927,Gosford (C),Gosford,Robertson,Blackwall & Park Rds,Woy Woy ,2256,-33.4917,151.3282,POINT (-33.49170684814453 151.3282470703125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f8e,8101,10438,Albury High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,68,12,1005.8,6021 3488,albury-h.School@det.nsw.edu.au,6041 3782,Albury (C),Albury,Farrer,Kiewa St,Albury ,2640,-36.0728,146.9154,POINT (-36.072845458984375 146.91543579101562)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f8d,8102,9373,Armidale High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,51,15,692,6776 7466,armidale-h.School@det.nsw.edu.au,6776 7424,Armidale Dumaresq (A),Northern Tablelands,New England,Butler St,Armidale ,2350,-30.5194,151.6503,POINT (-30.519371032714844 151.6503448486328)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f8c,8103,10974,"Denison College of Secondary Education, Bathurst High Campus",Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,65,18,938.6,6331 3755,bathurst-h.School@det.nsw.edu.au,6332 2302,Bathurst Regional (A),Bathurst,Calare,Hope St,Bathurst ,2795,-33.4134,149.5697,POINT (-33.41338348388672 149.56967163085938)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f8b,8104,10239,Bowral High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,62,16,849,4861 2255,bowral-h.School@det.nsw.edu.au,4861 2184,Wingecarribee (A),Wollondilly,Whitlam,Park & Aitken Rds,Bowral ,2576,-34.4888,150.4234,POINT (-34.48881530761719 150.42343139648438)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f8a,8105,6480,Broken Hill High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,53,16,648,08 8088 1522,brokenhill-h.School@det.nsw.edu.au,08 8087 8267,Broken Hill (C),Barwon,Parkes,Garnet St, Broken Hill,2880,-31.9601,141.457,POINT (-31.960105895996094 141.4569854736328)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f89,8107,6392,Canterbury Boys High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Boys,42,8,384.8,9798 8444,canterburb-h.School@det.nsw.edu.au,9716 7603,Ashfield (A),Canterbury,Watson,Holden St,Canterbury ,2193,-33.9042,151.1239,POINT (-33.904178619384766 151.12388610839844)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f88,8108,6420,Cessnock High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,46,16,580.2,4990 1439,cessnock-h.school@det.nsw.edu.au,4991 1815,Cessnock (C),Cessnock,Hunter,Aberdare St,Cessnock ,2325,-32.843,151.3685,POINT (-32.842952728271484 151.3685302734375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f87,8109,9668,Coffs Harbour High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,63,14,900.4,6652 3466,coffsharb-h.School@det.nsw.edu.au,6651 4004,Coffs Harbour (C),Coffs Harbour,Cowper,336 Harbour Drive,Coffs Harbour,2450,-30.3053,153.1358,POINT (-30.30531883239746 153.13584899902344)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f86,8110,17696,Dubbo College Senior Campus,Secondary School,Senior College,Year 11 to Year 12,N,Coed,50,16,462.1,6882 4655,dubbo-h.School@det.nsw.edu.au,6882 4332,Dubbo (C),Dubbo,Parkes,Tony McGrane Place,Dubbo,2830,-32.233,148.6255,POINT (-32.2330207824707 148.62554931640625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f85,8111,9346,Farrer Memorial Agricultural High School,Secondary School,Agricultural,Year 7 to Year 12,N,Boys,47,35,560,6764 8600,farreragri-h.School@det.nsw.edu.au,6764 8648,Tamworth Regional (A),Tamworth,New England,585 Calala Lane Calala via Tamworth,Tamworth,2340,-31.1385,150.98,POINT (-31.138452529907227 150.97999572753906)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f84,8114,9419,Glen Innes High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,37,9,483.2,6732 1322,gleninnes-h.School@det.nsw.edu.au,6732 1972,Glen Innes Severn (A),Northern Tablelands,New England,Edwards St,Glen Innes ,2370,-29.7443,151.7425,POINT (-29.744293212890625 151.74249267578125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f83,8115,8678,Gosford High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,67,13,1089.1,4325 2048,gosford-h.School@det.nsw.edu.au,4323 3175,Gosford (C),Gosford,Robertson,Racecourse Rd,Gosford ,2250,-33.4172,151.3414,POINT (-33.41718292236328 151.3413848876953)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f82,8116,10255,Goulburn High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,52,14,635.4,4821 4022,goulburn-h.School@det.nsw.edu.au,4822 1437,Goulburn Mulwaree (A),Goulburn,Hume,Goldsmith St,Goulburn ,2580,-34.7469,149.7112,POINT (-34.74686050415039 149.71124267578125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f81,8117,9711,Grafton High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,63,17,942.3,6642 3355,grafton-h.School@det.nsw.edu.au,6642 3184,Clarence Valley (A),Clarence,Page,97 Mary Street,Grafton,2460,-29.6821,152.9325,POINT (-29.682104110717773 152.93251037597656)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f80,8118,6477,Griffith High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,46,12,491.2,6962 1711,griffith-h.School@det.nsw.edu.au,6964 1465,Griffith (C),Murray,Farrer,Coolah St,Griffith ,2680,-34.2922,146.0396,POINT (-34.2922477722168 146.0396270751953)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f7f,8119,10634,Hay War Memorial High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,26,8,203,6993 1408,haywarmem-h.School@det.nsw.edu.au,6993 1223,Hay (A),Murray,Farrer,Pine St,Hay ,2711,-34.5047,144.8393,POINT (-34.50474548339844 144.83926391601562)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f7e,8120,7669,Hornsby Girls High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Girls,50,10,720,9476 5711,hornsbygir-h.School@det.nsw.edu.au,9482 2525,Hornsby (A),Ku-ring-gai,Bradfield,Edgeworth David Ave,Hornsby ,2077,-33.7066,151.1011,POINT (-33.706626892089844 151.10108947753906)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f7d,8121,8523,Hurlstone Agricultural High School,Secondary School,Agricultural,Year 7 to Year 12,N,Coed,65,41,972,9829 9222,hurlstone-h.School@det.nsw.edu.au,9829 2026,Campbelltown (C),Macquarie Fields,Werriwa,Roy Watts Rd,Glenfield ,2167,-33.9704,150.8936,POINT (-33.97038269042969 150.8936309814453)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f7c,8122,16224,Inverell High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,48,16,622,6722 3777,inverell-h.School@det.nsw.edu.au,6722 5829,Inverell (A),Northern Tablelands,New England,Brae St,Inverell ,2360,-29.7657,151.1108,POINT (-29.765729904174805 151.11077880859375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f7b,8123,6364,Kempsey High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,39,10,441.4,6562 6166,kempsey-h.School@det.nsw.edu.au,6562 8570,Kempsey (A),Oxley,Cowper,Broughton St,Kempsey ,2440,-31.0681,152.8242,POINT (-31.06805992126465 152.82420349121094)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f7a,8124,9814,"The Rivers Secondary College, Lismore High Campus",Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,43,13,351.6,6621 5185,lismore-h.School@det.nsw.edu.au,6622 2940,Lismore (C),Lismore,Page,Dalley St,Lismore ,2480,-28.8208,153.2973,POINT (-28.820823669433594 153.2972869873047)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f79,8125,10962,Lithgow High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,62,23,818.4,6352 1422,lithgow-h.School@det.nsw.edu.au,6353 1081,Lithgow (C),Bathurst,Calare,1 Pau St,Lithgow ,2790,-33.4857,150.1663,POINT (-33.485740661621094 150.16627502441406)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f78,8126,9191,Maitland High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,60,17,881.4,4933 7933,maitland-h.school@det.nsw.edu.au,4933 7673,Maitland (C),Maitland,Paterson,20-32 High Street,East Maitland,2323,-32.7474,151.5973,POINT (-32.74736404418945 151.5973358154297)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f77,8127,15124,Maitland Grossmann High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,81,19,1315.8,4934 2066,maitgross-h.school@det.nsw.edu.au,4934 5086,Maitland (C),Maitland,Paterson,Cumberland & Dixon Sts,East Maitland,2323,-32.7435,151.5915,POINT (-32.74345397949219 151.5915069580078)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-5f76,8128,11078,Mudgee High School,Secondary School,Comprehensive,Year 7 to Year 12,N,Coed,72,22,925.6,6372 1533,mudgee-h.School@det.nsw.edu.au,6372 6321,Mid-Western Regional (A),Dubbo,Calare,41 Douro St,Mudgee ,2850,-32.5978,149.5836,POINT (-32.59779357910156 149.58363342285156)
